Time,LED_2W,LED_4W,Halogen,CFL,Toaster,Fan,Total
18:54:05,0,0,140,0,750,2,892
18:54:07,2,0,70,20,0,17,109
18:54:09,2,4,0,20,750,0,776
18:54:11,2,4,140,0,750,2,898
18:54:13,0,0,0,0,750,15,765
18:54:15,0,0,70,20,0,15,105
18:54:17,2,0,70,0,750,0,822
18:54:19,2,0,0,20,750,17,789
18:54:21,0,0,140,0,0,15,155
18:54:23,2,0,0,0,750,0,752
18:54:25,2,4,140,0,750,0,896
18:54:27,0,0,70,20,0,0,90
18:54:29,0,0,0,0,750,0,750
18:54:31,0,4,0,20,750,2,776
18:54:33,2,4,70,20,750,17,863
18:54:35,2,0,70,20,0,0,92
18:54:37,2,0,140,20,0,17,179
18:54:39,0,0,70,0,750,15,835
18:54:41,0,4,70,20,0,17,111
18:54:43,2,4,70,0,0,15,91
18:54:45,0,4,0,0,750,0,754
18:54:47,2,0,140,20,750,15,927
18:54:49,2,4,0,20,0,2,28
18:54:51,2,4,70,20,750,0,846
18:54:53,2,0,70,20,0,17,109
18:54:55,2,0,70,0,0,17,89
18:54:57,0,4,140,20,750,2,916
18:54:59,0,4,70,0,0,15,89
18:55:01,2,0,0,0,750,0,752
18:55:03,0,4,70,0,0,2,76
18:55:05,2,0,140,0,750,2,894
18:55:07,2,0,70,20,0,0,92
18:55:09,2,0,0,20,750,0,772
18:55:11,2,0,140,0,750,0,892
18:55:13,2,0,0,20,750,15,787
18:55:15,0,0,70,0,750,17,837
18:55:17,0,4,70,0,0,17,91
18:55:19,2,0,70,0,750,17,839
18:55:21,2,0,70,20,750,15,857
18:55:23,0,4,70,0,750,0,824
18:55:25,0,0,70,0,750,17,837
18:55:27,0,0,0,20,0,15,35
18:55:29,0,0,140,0,750,15,905
18:55:31,2,0,70,0,750,0,822
18:55:33,2,4,0,0,750,15,771
18:55:35,0,4,70,0,0,0,74
18:55:37,0,0,0,20,750,0,770
18:55:39,0,4,140,0,0,17,161
18:55:41,2,4,70,20,750,15,861
18:55:43,2,0,70,0,0,17,89
18:55:45,2,0,70,0,0,15,87
18:55:47,0,4,0,0,750,17,771
18:55:49,0,4,0,0,0,15,19
18:55:51,2,0,140,20,0,15,177
18:55:53,2,4,70,20,750,15,861
18:55:55,2,0,0,0,750,15,767
18:55:57,0,0,140,20,750,2,912
18:55:59,2,4,0,20,750,0,776
18:56:01,2,0,0,0,0,15,17
18:56:03,0,4,0,0,750,0,754
18:56:05,0,0,140,20,750,2,912
18:56:07,2,4,70,20,750,15,861
18:56:09,0,4,0,20,750,17,791
18:56:11,0,4,70,20,750,15,859
18:56:13,2,0,0,0,0,2,4
18:56:15,0,0,0,0,0,0,0
18:56:17,0,4,70,20,750,17,861
18:56:19,2,0,0,20,0,2,24
18:56:21,0,4,140,0,750,2,896
18:56:23,2,0,0,20,0,15,37
18:56:25,0,0,70,20,0,2,92
18:56:27,2,0,70,20,0,2,94
18:56:29,2,4,70,20,0,15,111
18:56:31,0,0,140,20,750,0,910
18:56:33,0,4,70,20,0,15,109
18:56:35,2,4,70,0,0,2,78
18:56:37,0,4,70,0,0,0,74
18:56:39,0,4,70,0,0,17,91
18:56:41,2,0,70,0,0,0,72
18:56:43,2,0,70,0,750,2,824
18:56:45,2,0,70,0,0,0,72
18:56:47,2,0,140,0,0,2,144
18:56:49,0,0,70,20,750,17,857
18:56:51,2,4,70,20,0,0,96
18:56:53,2,4,0,0,750,17,773
18:56:55,0,0,70,0,750,15,835
18:56:57,2,4,140,0,750,15,911
18:56:59,2,0,0,0,750,0,752
18:57:01,2,0,70,20,750,15,857
18:57:03,2,4,70,20,0,17,113
18:57:05,0,0,140,20,750,0,910
18:57:07,0,4,140,20,0,2,166
18:57:09,0,0,0,0,750,17,767
18:57:11,2,4,70,20,750,2,848
18:57:13,0,4,140,0,0,17,161
18:57:15,0,4,140,20,0,17,181
18:57:17,0,0,140,0,0,2,142
18:57:19,0,4,140,20,750,17,931
18:57:21,0,0,0,0,0,15,15
18:57:23,0,0,70,0,0,2,72
18:57:25,0,4,0,0,750,17,771
18:57:27,0,4,140,0,0,15,159
18:57:29,2,0,70,0,0,2,74
18:57:31,2,4,0,0,750,17,773
18:57:33,0,4,70,0,0,15,89
18:57:35,0,4,70,0,750,15,839
18:57:37,0,0,70,0,0,15,85
18:57:39,0,4,0,20,750,15,789
18:57:41,2,0,70,0,750,17,839
18:57:43,0,0,140,0,750,15,905
18:57:45,0,4,70,0,0,2,76
18:57:47,2,4,140,20,750,17,933
18:57:49,2,0,140,0,750,2,894
18:57:51,2,0,140,20,750,15,927
18:57:53,2,4,0,0,0,17,23
18:57:55,0,0,70,0,0,0,70
18:57:57,0,0,70,0,0,17,87
18:57:59,2,4,140,20,0,15,181
18:58:01,0,0,70,0,750,0,820
18:58:03,0,4,70,20,750,15,859
18:58:05,2,0,70,20,0,15,107
18:58:07,2,0,70,20,750,2,844
18:58:09,0,0,0,0,750,2,752
18:58:11,2,4,140,20,0,17,183
18:58:13,0,4,0,20,0,17,41
18:58:15,2,0,140,20,750,15,927
18:58:17,2,4,70,0,750,2,828
18:58:19,2,4,70,20,0,15,111
18:58:21,0,4,0,0,750,15,769
18:58:23,0,4,70,0,750,2,826
18:58:25,2,4,0,0,750,2,758
18:58:27,0,0,70,20,750,0,840
18:58:29,2,0,140,20,750,0,912
18:58:31,0,0,140,20,750,2,912
18:58:33,0,0,70,20,750,2,842
18:58:35,0,4,70,20,750,0,844
18:58:37,0,4,70,20,750,0,844
18:58:39,0,4,70,0,0,17,91
18:58:41,0,0,70,20,750,0,840
18:58:43,2,0,0,20,0,0,22
18:58:45,0,0,70,0,750,2,822
18:58:47,2,4,140,20,750,0,916
18:58:49,0,0,70,0,750,15,835
18:58:51,0,0,140,20,750,17,927
18:58:53,0,4,70,20,0,17,111
18:58:55,0,0,140,20,750,17,927
18:58:57,2,4,70,0,750,17,843
18:58:59,2,4,0,20,750,15,791
18:59:58,0,0,140,0,750,17,907
18:59:58,0,0,140,20,750,2,912
19:00:01,2,4,0,20,750,17,793
19:00:03,0,4,0,0,0,0,4
19:00:05,0,0,140,20,0,2,162
19:00:07,2,0,70,20,750,0,842
19:00:09,2,0,0,20,750,0,772
19:00:11,2,0,140,20,0,15,177
19:00:13,0,4,70,20,0,0,94
19:00:15,0,4,0,0,0,0,4
19:00:17,0,0,0,20,750,2,772
19:00:19,2,4,0,20,750,15,791
19:00:21,0,0,0,0,750,15,765
19:00:23,0,0,70,20,0,2,92
19:00:25,0,0,70,20,750,17,857
19:00:27,0,4,70,20,750,15,859
19:00:29,2,4,140,20,0,15,181
19:00:31,0,4,70,0,750,17,841
19:00:33,2,4,70,0,0,0,76
19:00:35,0,0,70,0,750,0,820
19:00:37,2,4,140,20,750,15,931
19:00:39,2,4,0,0,750,2,758
19:00:41,0,4,140,20,0,15,179
19:00:43,2,4,0,20,0,17,43
19:00:45,2,0,70,0,0,15,87
19:00:47,2,4,70,0,0,15,91
19:00:49,2,4,70,0,750,0,826
19:00:51,0,0,140,20,0,0,160
19:00:53,2,4,0,20,750,15,791
19:00:55,2,0,70,0,0,17,89
19:00:57,0,0,0,0,750,0,750
19:00:59,0,0,0,0,0,17,17
19:01:01,0,4,70,0,0,0,74
19:01:03,0,4,0,0,0,0,4
19:01:05,2,4,70,20,0,17,113
19:01:07,2,0,70,0,750,0,822
19:01:09,0,0,140,0,750,2,892
19:01:11,0,0,140,0,0,2,142
19:01:13,2,4,140,0,750,0,896
19:01:15,0,0,0,20,0,2,22
19:01:17,0,0,70,20,0,2,92
19:01:19,2,4,140,0,0,15,161
19:01:21,0,4,0,20,750,0,774
19:01:23,0,0,140,0,750,0,890
19:01:25,0,4,70,20,750,17,861
19:01:27,2,0,0,0,0,0,2
19:01:29,2,0,70,20,0,15,107
19:01:31,2,0,70,20,750,2,844
19:01:33,2,4,0,0,750,2,758
19:01:35,0,4,70,20,0,2,96
19:01:37,0,4,0,0,750,17,771
19:01:39,0,4,70,0,750,15,839
19:01:41,0,0,0,0,750,0,750
19:01:43,0,0,70,20,750,15,855
19:01:45,0,0,70,20,0,2,92
19:01:47,0,4,70,20,0,17,111
19:01:49,0,4,140,20,0,0,164
19:01:51,0,4,0,0,750,0,754
19:01:53,2,0,0,0,750,15,767
19:01:55,2,0,70,20,750,15,857
19:01:57,2,0,70,20,0,2,94
19:01:59,2,4,70,20,750,0,846
19:02:01,0,0,70,0,750,17,837
19:02:03,0,4,70,0,0,17,91
19:02:05,2,0,70,0,750,15,837
19:02:07,2,4,0,20,0,2,28
19:02:09,2,0,70,0,0,17,89
19:02:11,0,0,140,20,750,0,910
19:02:13,0,0,70,0,750,2,822
19:02:15,0,0,70,0,0,2,72
19:02:17,0,0,140,20,0,17,177
19:02:19,0,4,70,20,750,17,861
19:02:21,0,4,70,20,750,15,859
19:02:23,0,4,0,0,750,17,771
19:02:25,0,0,70,20,0,2,92
19:02:27,2,4,70,20,750,17,863
19:02:29,0,0,70,0,750,15,835
19:02:31,2,0,140,20,750,15,927
19:02:33,2,0,70,20,0,15,107
19:02:35,2,4,70,0,0,2,78
19:02:37,0,4,70,0,750,15,839
19:02:39,0,4,70,20,0,0,94
19:02:41,2,4,70,0,750,15,841
19:02:43,0,0,70,0,750,17,837
19:02:45,2,4,0,20,0,15,41
19:02:47,2,0,70,20,0,17,109
19:02:49,2,4,140,0,750,17,913
19:02:51,0,0,70,0,750,15,835
19:02:53,2,0,70,0,0,17,89
19:02:55,2,0,0,0,0,17,19
19:02:57,2,4,140,20,0,2,168
19:02:59,0,0,70,20,0,15,105
19:03:01,0,0,140,20,0,15,175
19:03:03,0,4,0,0,750,0,754
19:03:05,2,4,0,0,750,2,758
19:03:07,0,4,140,0,750,17,911
19:03:09,2,0,0,0,0,17,19
19:03:11,2,4,140,0,750,0,896
19:03:13,0,4,70,0,750,2,826
19:03:15,0,0,0,0,0,2,2
19:03:17,2,4,70,0,0,0,76
19:03:19,2,0,70,0,750,2,824
19:03:21,2,0,70,20,0,2,94
19:03:23,2,4,0,20,750,17,793
19:03:25,2,0,140,20,750,2,914
19:03:27,0,0,140,20,0,17,177
19:03:29,2,4,70,0,750,0,826
19:03:31,0,4,140,0,0,0,144
19:03:33,2,4,0,0,750,2,758
19:03:35,0,0,140,0,0,2,142
19:03:37,0,4,0,0,750,2,756
19:03:39,2,0,140,20,0,0,162
19:03:41,2,0,70,0,750,17,839
19:03:43,2,4,70,0,750,15,841
19:03:45,0,0,140,20,0,0,160
19:03:47,0,4,140,0,750,0,894
19:03:49,0,4,0,20,750,0,774
19:03:51,0,0,70,0,0,15,85
19:03:53,0,0,70,0,750,17,837
19:03:55,0,0,70,0,0,17,87
19:03:57,0,0,140,0,0,15,155
19:03:59,0,0,70,0,750,17,837
19:04:01,0,4,70,0,750,15,839
19:04:03,0,0,70,20,750,17,857
19:04:05,2,0,70,0,0,15,87
19:04:07,2,4,70,20,750,15,861
19:04:09,0,4,140,20,0,0,164
19:04:11,2,0,70,20,0,15,107
19:04:13,2,0,70,0,0,15,87
19:04:15,2,0,70,20,750,17,859
19:04:17,2,0,70,20,750,15,857
19:04:19,2,0,140,20,0,15,177
19:04:21,0,4,70,20,0,0,94
19:04:23,0,4,70,20,0,0,94
19:04:25,2,0,70,20,0,2,94
19:04:27,0,0,0,20,0,17,37
19:04:29,2,4,0,0,750,0,756
19:04:31,2,4,140,0,750,2,898
19:04:33,2,4,70,20,750,15,861
19:04:35,2,4,70,0,0,17,93
19:04:37,2,4,140,0,0,17,163
19:04:39,0,4,0,20,0,15,39
19:04:41,2,0,70,0,750,17,839
19:04:43,2,4,140,20,750,2,918
19:04:45,2,4,70,0,750,2,828
19:04:47,0,4,140,20,0,17,181
19:04:49,0,0,70,20,0,15,105
19:04:51,2,4,70,20,750,17,863
19:04:53,0,0,0,0,0,0,0
19:04:55,2,4,0,0,750,2,758
19:04:57,0,0,0,0,0,2,2
19:04:59,2,0,70,20,0,2,94
19:05:01,2,4,0,0,0,2,8
19:05:03,2,0,70,0,0,0,72
19:05:05,0,4,0,0,0,15,19
19:05:07,2,4,140,0,750,15,911
19:05:09,0,0,140,20,750,0,910
19:05:11,2,4,70,20,750,2,848
19:05:13,2,4,70,0,750,2,828
19:05:15,0,0,70,20,0,17,107
19:05:17,2,0,70,0,750,2,824
19:05:19,0,4,0,20,0,17,41
19:05:21,0,4,0,20,0,15,39
19:05:23,2,4,0,20,750,0,776
19:05:25,0,4,70,0,0,2,76
19:05:27,2,4,70,0,0,17,93
19:05:29,2,4,70,20,0,15,111
19:05:31,0,4,140,20,750,0,914
19:05:33,0,4,140,20,750,0,914
19:05:35,0,4,70,0,0,0,74
19:05:37,0,4,70,20,750,17,861
19:05:39,0,0,70,0,0,2,72
19:05:41,0,0,70,0,750,2,822
19:05:43,2,4,70,0,0,17,93
19:05:45,0,0,70,0,0,15,85
19:05:47,0,0,70,0,750,0,820
19:05:49,0,0,0,0,750,17,767
19:05:51,0,0,0,0,0,17,17
19:05:53,0,4,70,20,0,15,109
19:05:55,2,4,140,0,0,15,161
19:05:57,0,4,0,0,750,15,769
19:05:59,2,4,140,0,0,0,146
19:06:01,2,0,140,20,0,17,179
19:06:03,2,0,140,0,750,17,909
19:06:05,2,0,70,0,750,15,837
19:06:07,0,4,0,0,0,15,19
19:06:09,2,4,0,20,750,0,776
19:06:11,0,4,0,20,750,2,776
19:06:13,2,0,70,20,0,2,94
19:06:15,0,4,0,0,750,2,756
19:06:17,2,4,70,20,0,2,98
19:06:19,0,4,0,20,0,15,39
19:06:21,0,0,140,20,0,15,175
19:06:23,0,4,0,0,750,0,754
19:06:25,2,0,70,20,0,0,92
19:06:27,0,0,0,0,0,17,17
19:06:29,2,0,0,0,0,0,2
19:06:31,2,0,0,0,0,2,4
19:06:33,0,0,0,20,750,2,772
19:06:35,2,4,0,0,0,2,8
19:06:37,0,4,0,20,750,17,791
19:06:39,0,4,70,0,750,2,826
19:06:41,0,0,70,0,0,2,72
19:06:43,0,4,0,0,0,2,6
19:06:45,2,0,140,20,0,2,164
19:06:47,0,0,0,20,0,15,35
19:06:49,2,0,70,0,0,0,72
19:06:51,2,0,140,0,750,15,907
19:06:53,2,0,0,20,750,2,774
19:06:55,2,4,0,0,0,17,23
19:06:57,0,4,0,20,750,15,789
19:06:59,0,4,0,20,0,2,26
19:07:01,2,4,70,20,750,2,848
19:07:03,0,0,0,0,0,17,17
19:07:05,2,0,140,20,0,15,177
19:07:07,2,0,70,20,0,15,107
19:07:09,0,4,70,20,750,17,861
19:07:11,0,0,0,20,0,15,35
19:07:13,2,0,140,20,750,2,914
19:07:15,0,4,0,0,750,15,769
19:07:17,0,4,70,0,750,15,839
19:07:19,0,4,140,0,0,0,144
19:07:21,2,4,140,20,750,0,916
19:07:23,0,0,70,0,750,17,837
19:07:25,0,0,70,20,750,2,842
19:07:27,0,0,70,0,0,2,72
19:07:29,2,0,70,0,0,15,87
19:07:31,0,4,0,0,750,17,771
19:07:33,0,0,140,20,0,17,177
19:07:35,0,4,70,0,0,17,91
19:07:37,0,4,70,20,0,0,94
19:07:39,2,0,70,20,750,15,857
19:07:41,0,0,70,20,750,15,855
19:07:43,0,0,0,0,0,15,15
19:07:45,0,0,70,0,0,2,72
19:07:47,2,0,70,0,0,0,72
19:07:49,0,4,0,20,750,2,776
19:07:51,2,4,0,0,750,17,773
19:07:53,2,0,70,0,750,15,837
19:07:55,0,0,140,0,750,0,890
19:07:57,2,4,140,0,750,0,896
19:07:59,2,4,0,0,750,17,773
19:08:01,0,0,70,20,0,2,92
19:08:03,0,0,140,0,0,2,142
19:08:05,2,4,70,0,0,15,91
19:08:07,0,0,140,0,750,0,890
19:08:09,0,4,70,20,0,2,96
19:08:11,2,4,140,0,0,2,148
19:08:13,2,0,70,20,750,17,859
19:08:15,0,4,140,20,750,15,929
19:08:17,0,0,70,20,750,2,842
19:08:19,0,4,70,0,0,0,74
19:08:21,0,0,70,20,0,0,90
19:08:23,0,0,70,20,750,0,840
19:08:25,2,4,70,20,0,17,113
19:08:27,0,0,70,0,0,2,72
19:08:29,0,4,70,20,750,17,861
19:08:31,2,4,0,20,0,2,28
19:08:33,2,4,140,20,0,17,183
19:08:35,0,0,70,20,750,0,840
19:08:37,2,4,0,20,750,17,793
19:08:39,0,0,70,20,0,0,90
19:08:41,2,4,70,20,0,2,98
19:08:43,0,4,0,0,0,0,4
19:08:45,0,4,0,20,750,17,791
19:08:47,2,0,140,20,750,17,929
19:08:49,0,4,70,0,0,0,74
19:08:51,0,4,140,20,0,0,164
19:08:53,0,0,70,0,0,0,70
19:08:55,0,4,70,0,0,15,89
19:08:57,2,4,70,20,750,15,861
19:08:59,2,4,70,0,750,2,828
19:09:01,2,4,70,20,0,17,113
19:09:03,2,4,70,0,0,15,91
19:09:05,2,4,70,20,0,17,113
19:09:07,0,4,0,0,750,2,756
19:09:09,0,0,0,20,750,15,785
19:09:11,0,0,0,20,750,17,787
19:09:13,0,4,70,20,750,15,859
19:09:15,0,4,70,0,0,15,89
19:09:17,2,0,70,20,0,2,94
19:09:19,2,4,70,20,0,2,98
19:09:21,0,0,70,20,750,15,855
19:09:23,0,0,70,20,0,17,107
19:09:25,2,0,0,0,750,17,769
19:09:27,0,0,140,20,750,17,927
19:09:29,2,0,70,0,750,15,837
19:09:31,2,4,140,20,750,0,916
19:09:33,0,0,140,20,0,2,162
19:09:35,2,0,70,20,750,17,859
19:09:37,0,0,70,20,0,2,92
19:09:39,2,0,70,0,0,0,72
19:09:41,2,4,70,0,0,2,78
19:09:43,0,4,70,20,0,15,109
19:09:45,2,0,70,0,750,15,837
19:09:47,0,0,70,20,0,17,107
19:09:49,0,4,70,20,0,17,111
19:09:51,0,4,0,0,0,0,4
19:09:53,2,4,0,0,750,17,773
19:09:55,2,4,140,0,750,15,911
19:09:57,2,0,70,0,0,2,74
19:09:59,2,4,70,0,0,0,76
19:10:01,2,0,140,20,0,0,162
19:10:03,2,4,140,20,0,15,181
19:10:05,2,4,70,20,750,0,846
19:10:07,0,4,0,20,0,0,24
19:10:09,0,4,70,0,750,15,839
19:10:11,0,4,70,20,0,15,109
19:10:13,2,4,140,0,750,0,896
19:10:15,2,4,70,0,750,2,828
19:10:17,0,0,0,20,750,2,772
19:10:19,0,4,70,20,750,0,844
19:10:21,0,0,70,0,750,0,820
19:10:23,0,0,0,0,0,15,15
19:10:25,0,0,70,20,750,15,855
19:10:27,0,4,140,20,750,2,916
19:10:29,2,4,140,0,0,15,161
19:10:31,2,4,70,0,0,2,78
19:10:33,0,4,0,20,750,17,791
19:10:35,0,4,70,0,0,17,91
19:10:37,0,4,70,0,0,0,74
19:10:39,2,4,70,20,750,2,848
19:10:41,0,4,140,0,0,0,144
19:10:43,2,0,140,0,750,0,892
19:10:45,2,4,140,20,0,17,183
19:10:47,2,4,0,0,750,2,758
19:10:49,0,4,140,0,0,0,144
19:10:51,0,4,70,20,750,17,861
19:10:53,0,0,70,0,0,2,72
19:10:55,0,0,140,0,0,0,140
19:10:57,2,0,70,20,0,15,107
19:10:59,2,0,0,0,0,15,17
19:11:01,0,0,70,20,0,0,90
19:11:03,2,0,70,20,0,17,109
19:11:05,2,4,0,0,750,2,758
19:11:07,2,0,70,0,750,2,824
19:11:09,0,4,70,0,750,17,841
19:11:11,2,4,0,0,0,2,8
19:11:13,2,4,70,20,0,15,111
19:11:15,0,4,70,0,750,17,841
19:11:17,0,0,70,0,0,0,70
19:11:19,2,4,70,0,750,2,828
19:11:21,0,4,0,0,0,2,6
19:11:23,2,0,70,20,0,0,92
19:11:25,0,4,140,20,0,17,181
19:11:27,0,4,70,20,750,15,859
19:11:29,0,0,140,0,750,15,905
19:11:31,0,4,70,0,0,2,76
19:11:33,0,0,70,20,750,17,857
19:11:35,0,4,0,0,750,2,756
19:11:37,0,4,140,20,0,15,179
19:11:39,2,4,70,20,0,17,113
19:11:41,2,4,140,20,750,17,933
19:11:43,2,0,0,20,750,17,789
19:11:45,0,4,0,20,750,0,774
19:11:47,2,4,70,0,0,2,78
19:11:49,2,4,0,0,750,17,773
19:11:51,2,0,0,20,750,17,789
19:11:53,0,4,0,20,0,2,26
19:11:55,0,4,0,20,0,0,24
19:11:57,0,4,140,20,0,15,179
19:11:59,2,4,70,0,0,2,78
19:12:01,0,0,0,20,0,2,22
19:12:03,0,4,0,20,0,15,39
19:12:05,0,0,70,0,0,0,70
19:12:07,0,0,70,20,0,2,92
19:12:09,2,0,70,20,0,0,92
19:12:11,0,4,70,20,750,15,859
19:12:13,2,0,70,20,0,2,94
19:12:15,0,4,70,0,750,0,824
19:12:17,0,4,0,20,750,0,774
19:12:19,0,0,140,20,0,15,175
19:12:21,2,0,70,0,0,17,89
19:12:23,2,0,0,0,750,17,769
19:12:25,0,0,70,0,750,17,837
19:12:27,0,4,0,20,750,15,789
19:12:29,2,0,70,20,750,15,857
19:12:31,0,4,70,20,0,15,109
19:12:33,2,4,140,0,750,15,911
19:12:35,2,0,0,0,0,2,4
19:12:37,0,0,70,20,750,2,842
19:12:39,2,0,70,20,750,17,859
19:12:41,2,4,70,0,750,0,826
19:12:43,2,0,0,20,0,15,37
19:12:45,2,0,70,0,750,15,837
19:12:47,2,4,140,0,750,17,913
19:12:49,0,0,140,20,0,0,160
19:12:51,2,0,70,0,750,17,839
19:12:53,2,4,70,20,750,15,861
19:12:55,0,0,70,20,0,2,92
19:12:57,2,4,0,20,0,2,28
19:12:59,2,0,140,0,0,2,144
19:13:01,2,0,0,20,750,17,789
19:13:03,0,4,140,20,0,15,179
19:13:05,0,0,140,0,0,17,157
19:13:07,0,0,70,0,750,0,820
19:13:09,0,4,70,20,0,17,111
19:13:11,2,4,70,0,750,0,826
19:13:13,2,0,140,0,750,0,892
19:13:15,2,4,70,20,750,2,848
19:13:17,2,4,0,0,750,0,756
19:13:19,2,4,0,20,750,0,776
19:13:21,0,4,70,20,0,15,109
19:13:23,2,0,0,0,0,15,17
19:13:25,2,0,140,20,0,2,164
19:13:27,2,0,0,20,0,0,22
19:13:29,0,4,140,0,750,0,894
19:13:31,0,4,0,20,0,15,39
19:13:33,0,4,70,20,750,2,846
19:13:35,2,0,70,0,750,17,839
19:13:37,2,4,70,0,750,17,843
19:13:39,0,0,70,20,0,2,92
19:13:41,0,4,70,0,750,17,841
19:13:43,0,0,140,0,750,2,892
19:13:45,2,0,70,0,0,2,74
19:13:47,0,0,0,20,750,17,787
19:13:49,0,0,0,20,0,2,22
19:13:51,0,0,70,20,750,15,855
19:13:53,2,4,70,0,750,17,843
19:13:55,0,0,0,0,750,2,752
19:13:57,2,4,0,20,0,0,26
19:13:59,2,4,70,20,750,15,861
19:14:01,0,0,140,0,750,0,890
19:14:03,2,0,70,20,0,17,109
19:14:05,2,4,70,20,750,15,861
19:14:07,0,4,140,20,0,0,164
19:14:09,0,0,70,20,750,15,855
19:14:11,2,0,140,20,0,17,179
19:14:13,2,4,0,20,0,0,26
19:14:15,0,0,0,0,0,15,15
19:14:17,0,0,140,20,0,17,177
19:14:19,2,0,140,0,0,17,159
19:14:21,2,4,70,20,0,2,98
19:14:23,0,0,0,0,0,17,17
19:14:25,0,0,70,20,0,0,90
19:14:27,2,4,70,20,750,15,861
19:14:29,0,0,70,20,750,15,855
19:14:31,2,4,70,0,750,2,828
19:14:33,2,4,0,20,0,0,26
19:14:35,2,0,0,20,750,0,772
19:14:37,0,0,70,0,0,15,85
19:14:39,2,0,0,0,0,0,2
19:14:41,2,0,70,20,750,0,842
19:14:43,0,0,140,0,750,2,892
19:14:45,0,0,70,0,750,0,820
19:14:47,0,4,0,20,750,15,789
19:14:49,2,4,140,0,750,2,898
19:14:51,2,4,140,20,0,2,168
19:14:53,0,4,140,0,0,15,159
19:14:55,2,0,70,0,0,2,74
19:14:57,2,4,70,0,0,0,76
19:14:59,0,4,140,0,750,17,911
19:15:01,2,0,140,20,0,0,162
19:15:03,2,4,70,20,0,2,98
19:15:05,0,0,140,0,0,2,142
19:15:07,2,4,0,0,750,2,758
19:15:09,2,0,0,0,750,15,767
19:15:11,2,4,140,20,750,17,933
19:15:13,0,4,70,20,0,0,94
19:15:15,2,4,70,20,750,17,863
19:15:17,2,4,70,0,750,0,826
19:15:19,0,4,70,0,750,2,826
19:15:21,2,0,70,20,0,15,107
19:15:23,2,4,140,20,0,0,166
19:15:25,0,4,140,0,750,2,896
19:15:27,0,4,70,0,0,17,91
19:15:29,0,0,70,0,750,17,837
19:15:31,0,0,70,20,0,15,105
19:15:33,2,0,70,0,750,0,822
19:15:35,0,0,140,20,0,2,162
19:15:37,0,4,70,0,750,0,824
19:15:39,2,4,70,20,750,0,846
19:15:41,2,4,140,0,0,0,146
19:15:43,2,0,0,0,0,0,2
19:15:45,2,0,70,0,0,0,72
19:15:47,0,4,140,0,750,2,896
19:15:49,2,4,0,20,750,0,776
19:15:51,2,0,140,0,750,2,894
19:15:53,0,4,70,0,0,0,74
19:15:55,0,4,0,0,750,17,771
19:15:57,0,0,70,20,0,0,90
19:15:59,0,0,70,0,750,15,835
19:16:01,0,4,70,20,0,17,111
19:16:03,2,4,70,0,0,0,76
19:16:05,2,0,70,20,750,15,857
19:16:07,2,0,70,20,750,2,844
19:16:09,0,0,70,20,0,0,90
19:16:11,0,4,70,20,750,0,844
19:16:13,2,0,140,20,750,15,927
19:16:15,2,4,70,20,0,17,113
19:16:17,0,4,0,0,0,17,21
19:16:19,0,4,70,20,0,17,111
19:16:21,0,4,140,0,0,2,146
19:16:23,0,4,70,20,750,17,861
19:16:25,0,0,140,20,750,15,925
19:16:27,0,4,0,0,0,17,21
19:16:29,0,4,0,0,750,0,754
19:16:31,0,0,0,20,0,15,35
19:16:33,0,0,70,20,750,15,855
19:16:35,2,0,140,0,750,15,907
19:16:37,0,0,70,0,0,2,72
19:16:39,0,0,140,0,750,17,907
19:16:41,2,0,70,20,750,17,859
19:16:43,0,0,70,0,750,0,820
19:16:45,2,4,0,0,0,17,23
19:16:47,0,4,140,0,750,0,894
19:16:49,0,4,70,20,750,15,859
19:16:51,0,4,70,20,0,2,96
19:16:53,2,4,140,0,750,15,911
19:16:55,0,0,70,0,750,0,820
19:16:57,0,4,0,0,750,0,754
19:16:59,0,4,70,20,0,17,111
19:17:01,2,0,140,0,750,15,907
19:17:03,2,4,0,0,0,0,6
19:17:05,2,0,70,20,0,15,107
19:17:07,0,4,70,0,0,17,91
19:17:09,2,4,70,20,750,15,861
19:17:11,2,0,70,0,0,0,72
19:17:13,2,4,70,20,0,0,96
19:17:15,2,4,70,0,0,2,78
19:17:17,2,0,70,0,750,0,822
19:17:19,0,4,70,20,0,17,111
19:17:21,0,4,0,20,750,2,776
19:17:23,0,0,70,20,0,15,105
19:17:25,0,4,70,0,750,2,826
19:17:27,0,0,70,0,0,0,70
19:17:29,2,4,0,20,750,17,793
19:17:31,2,0,70,0,750,2,824
19:17:33,0,4,70,20,0,15,109
19:17:35,2,4,0,20,0,0,26
19:17:37,0,0,0,20,750,15,785
19:17:39,0,4,140,20,750,15,929
19:17:41,2,0,0,0,750,15,767
19:17:43,0,4,0,20,0,2,26
19:17:45,0,4,0,20,0,15,39
19:17:47,2,0,0,20,0,15,37
19:17:49,2,4,140,0,0,17,163
19:17:51,2,0,70,0,0,0,72
19:17:53,2,4,0,0,0,2,8
19:17:55,2,4,70,20,750,0,846
19:17:57,2,4,140,0,750,2,898
19:17:59,2,0,70,0,0,15,87
19:18:01,0,0,70,20,750,17,857
19:18:03,0,0,140,20,0,17,177
19:18:05,2,0,140,0,750,2,894
19:18:07,0,0,70,20,750,2,842
19:18:09,2,0,70,20,0,15,107
19:18:11,0,4,140,0,0,0,144
19:18:13,2,4,140,20,750,2,918
19:18:15,0,4,70,20,750,17,861
